oktmo,name,year,fallinghousesdwellers
12635000,Лиманский муниципальный район,2014,38.0
12635151,рабочий поселок Лиман,2007,1.0
12635151,рабочий поселок Лиман,2008,70.0
12635402,Басинский сельсовет,2011,2.0
12635404,Бирючекосинский сельсовет,2008,16.0
12635404,Бирючекосинский сельсовет,2009,14.0
12635404,Бирючекосинский сельсовет,2010,13.0
12635404,Бирючекосинский сельсовет,2011,5.0
12635404,Бирючекосинский сельсовет,2012,5.0
12635404,Бирючекосинский сельсовет,2013,5.0
12635404,Бирючекосинский сельсовет,2014,5.0
12635412,Зензелинский сельсовет,2007,9.0
12635412,Зензелинский сельсовет,2008,12.0
12635412,Зензелинский сельсовет,2009,13.0
12635412,Зензелинский сельсовет,2010,13.0
12635412,Зензелинский сельсовет,2011,12.0
12635412,Зензелинский сельсовет,2012,9.0
12635412,Зензелинский сельсовет,2013,9.0
12635412,Зензелинский сельсовет,2014,10.0
12635424,Кряжевинский сельсовет,2007,3.0
12635424,Кряжевинский сельсовет,2008,3.0
12635424,Кряжевинский сельсовет,2009,3.0
12635424,Кряжевинский сельсовет,2010,3.0
12635424,Кряжевинский сельсовет,2011,2.0
12635428,Михайловский сельсовет,2007,4.0
12635428,Михайловский сельсовет,2008,4.0
12635428,Михайловский сельсовет,2009,4.0
12635428,Михайловский сельсовет,2010,4.0
12635432,Новогеоргиевский сельсовет,2007,6.0
12635432,Новогеоргиевский сельсовет,2008,6.0
12635432,Новогеоргиевский сельсовет,2009,6.0
12635432,Новогеоргиевский сельсовет,2010,6.0
12635432,Новогеоргиевский сельсовет,2011,5.0
12635440,Промысловский сельсовет,2007,19.0
12635440,Промысловский сельсовет,2008,24.0
12635440,Промысловский сельсовет,2009,20.0
12635440,Промысловский сельсовет,2010,20.0
12635440,Промысловский сельсовет,2011,20.0
12635440,Промысловский сельсовет,2014,21.0
12635442,Проточенский сельсовет,2012,4.0
12635442,Проточенский сельсовет,2013,4.0
12635442,Проточенский сельсовет,2014,2.0
12640000,Наримановский муниципальный район,2007,366.0
12640000,Наримановский муниципальный район,2008,345.0
12640000,Наримановский муниципальный район,2009,115.0
12640000,Наримановский муниципальный район,2010,115.0
12640000,Наримановский муниципальный район,2011,115.0
12640000,Наримановский муниципальный район,2012,135.0
