oktmo,name,year,hospitalcap
1635464,Ребрихинский сельсовет,2009,360.0
1635464,Ребрихинский сельсовет,2010,330.0
1635464,Ребрихинский сельсовет,2011,220.0
1635464,Ребрихинский сельсовет,2012,94.0
1635464,Ребрихинский сельсовет,2013,93.0
1635479,Усть-Мосихинский сельсовет,2008,20.0
1635479,Усть-Мосихинский сельсовет,2009,20.0
1635479,Усть-Мосихинский сельсовет,2010,20.0
1636000,Родинский муниципальный район,2008,388.0
1636000,Родинский муниципальный район,2009,388.0
1636000,Родинский муниципальный район,2010,358.0
1636000,Родинский муниципальный район,2011,272.0
1636000,Родинский муниципальный район,2012,116.0
1636000,Родинский муниципальный район,2013,99.0
1636456,Родинский сельсовет,2008,338.0
1636456,Родинский сельсовет,2009,338.0
1636456,Родинский сельсовет,2010,308.0
1636456,Родинский сельсовет,2011,222.0
1636456,Родинский сельсовет,2012,101.0
1636456,Родинский сельсовет,2013,84.0
1636468,Степновский сельсовет,2008,50.0
1636468,Степновский сельсовет,2009,50.0
1636468,Степновский сельсовет,2010,50.0
1636468,Степновский сельсовет,2011,50.0
1636468,Степновский сельсовет,2012,15.0
1636468,Степновский сельсовет,2013,15.0
1637000,Романовский муниципальный район,2008,244.0
1637000,Романовский муниципальный район,2009,244.0
1637000,Романовский муниципальный район,2010,230.0
1637000,Романовский муниципальный район,2011,184.0
1637000,Романовский муниципальный район,2012,94.0
1637000,Романовский муниципальный район,2013,87.0
1637468,Романовский сельсовет,2008,214.0
1637468,Романовский сельсовет,2009,214.0
1637468,Романовский сельсовет,2010,200.0
1637468,Романовский сельсовет,2011,164.0
1637468,Романовский сельсовет,2012,84.0
1637468,Романовский сельсовет,2013,87.0
1637479,Сидоровский сельсовет,2008,30.0
1637479,Сидоровский сельсовет,2009,30.0
1637479,Сидоровский сельсовет,2010,30.0
1637479,Сидоровский сельсовет,2011,20.0
1637479,Сидоровский сельсовет,2012,10.0
1638000,Рубцовский муниципальный район,2008,164.0
1638000,Рубцовский муниципальный район,2009,124.0
