oktmo,name,year,cinemas
17610444,Паустовское,2012,4.0
17610445,Октябрьское,2007,1.0
17610445,Октябрьское,2008,1.0
17610445,Октябрьское,2009,1.0
17610445,Октябрьское,2010,1.0
17610460,Степанцевское,2007,1.0
17610460,Степанцевское,2008,1.0
17610460,Степанцевское,2009,1.0
17610460,Степанцевское,2010,1.0
17615000,Гороховецкий муниципальный район,2007,8.0
17615000,Гороховецкий муниципальный район,2008,10.0
17615000,Гороховецкий муниципальный район,2009,13.0
17615000,Гороховецкий муниципальный район,2010,12.0
17615000,Гороховецкий муниципальный район,2011,12.0
17615000,Гороховецкий муниципальный район,2012,12.0
17615101,город Гороховец,2007,1.0
17615101,город Гороховец,2008,1.0
17615101,город Гороховец,2009,2.0
17615101,город Гороховец,2010,3.0
17615101,город Гороховец,2011,3.0
17615101,город Гороховец,2012,3.0
17615412,Денисовское,2007,1.0
17615412,Денисовское,2008,4.0
17615412,Денисовское,2009,4.0
17615412,Денисовское,2010,2.0
17615412,Денисовское,2011,2.0
17615412,Денисовское,2012,2.0
17615420,Куприяновское,2007,4.0
17615420,Куприяновское,2008,3.0
17615420,Куприяновское,2009,5.0
17615420,Куприяновское,2010,4.0
17615420,Куприяновское,2011,4.0
17615420,Куприяновское,2012,4.0
17615436,Фоминское,2007,2.0
17615436,Фоминское,2008,2.0
17615436,Фоминское,2009,2.0
17615436,Фоминское,2010,3.0
17615436,Фоминское,2011,3.0
17615436,Фоминское,2012,3.0
17620000,Гусь-Хрустальный муниципальный район,2007,2.0
17620000,Гусь-Хрустальный муниципальный район,2008,2.0
17620000,Гусь-Хрустальный муниципальный район,2009,2.0
17620000,Гусь-Хрустальный муниципальный район,2010,2.0
17620000,Гусь-Хрустальный муниципальный район,2011,2.0
17620000,Гусь-Хрустальный муниципальный район,2012,2.0
17625000,Камешковский муниципальный район,2007,5.0
17625000,Камешковский муниципальный район,2008,4.0
17625000,Камешковский муниципальный район,2009,6.0
17625000,Камешковский муниципальный район,2010,3.0
17625000,Камешковский муниципальный район,2011,1.0
17625000,Камешковский муниципальный район,2012,1.0
17625101,город Камешково,2007,2.0
17625101,город Камешково,2008,2.0
17625101,город Камешково,2009,4.0
17625101,город Камешково,2011,1.0
17625101,город Камешково,2012,1.0
17625404,Брызгаловское,2007,2.0
17625404,Брызгаловское,2008,2.0
17625404,Брызгаловское,2009,2.0
17625404,Брызгаловское,2010,2.0
17625408,Вахромеевское,2007,1.0
17625408,Вахромеевское,2010,1.0
17630000,Киржачский муниципальный район,2007,2.0
17630000,Киржачский муниципальный район,2008,2.0
17630000,Киржачский муниципальный район,2009,2.0
17630000,Киржачский муниципальный район,2010,1.0
17630000,Киржачский муниципальный район,2011,1.0
17630101,город Киржач,2007,2.0
17630101,город Киржач,2008,2.0
17630101,город Киржач,2009,2.0
